"Student_ID","Study_Hours_Per_Day","Extracurricular_Hours_Per_Day","Sleep_Hours_Per_Day","Social_Hours_Per_Day","Physical_Activity_Hours_Per_Day","GPA","Stress_Level"
"7846","5.1","8","1.7","1.3","1.3","3.22","3"
"7847","7.8","7.1","3.6","0.6","0.8","3.04","5"
"7848","4.7","8.4","2.8","2.5","1.4","3.23","5"
"7849","4.8","8.2","3","1.8","0.9","3.21","4"
"7850","5","8.6","2.8","2.7","0.7","2.83","5"
"7851","5.7","8.6","1.4","1.7","0.7","3.09","4"
"7852","5.1","6.6","1.7","1.9","1.4","3.39","2"
"7853","6","6.8","2.1","2.2","1.2","3.3","5"
"7854","4.7","6.9","3","2.6","1.3","3.06","4"
"7855","4.4","6.9","1.5","2.1","1.2","3.32","4"
"7856","4.1","7.7","2.4","1.8","1.1","3.55","2"
"7857","3.7","7.2","2.4","1.8","1.1","3.12","3"
"7858","5.1","8.7","3.1","1.3","1.2","3.35","2"
"7859","5.3","8.6","3","1.6","0.8","3.32","3"
"7860","5","7.5","1.8","1.8","0.6","3.1","4"
"7861","6.5","8.7","3.5","2.5","0.9","2.97","2"
"7862","6.5","8.4","1.7","1.6","1.2","3.53","3"
"7863","5.2","7.2","3.3","2.3","0.8","3.42","2"
"7864","4.1","6.3","2.1","1.8","1.6","3.14","5"
"7865","5","7.4","2.6","2.4","1.1","3.44","5"
"7866","5","7.1","2.7","2.1","1","3.31","4"
"7867","5","7.6","2.6","2.1","0.8","3.44","3"
"7868","4.9","7.6","3","2.3","1.3","2.84","2"
"7869","5","7.5","2.8","2.2","0.6","3.12","3"
"7870","5.2","7.8","3","2.3","1.1","3.51","4"
"7871","5","6.8","2.8","2.9","0.9","3.73","2"
"7872","5.7","7.7","1.6","2.6","1","3.12","5"
"7873","5.8","7.2","2.7","2","1.1","3.12","3"
"7874","4.8","7.6","2.1","1.6","0.7","3.34","3"
"7875","6.5","8.1","1.7","2","0.5","3.27","3"
"7876","4.7","6.8","2.3","0.8","0.7","3.31","4"
"7877","4.2","7.3","2.6","2.2","1.3","2.77","3"
"7878","5.8","7.4","2.7","1.3","1.1","3.15","5"
"7879","4.8","7.2","3.2","2.4","0.9","3.36","2"
"7880","5.8","8","3.4","2.8","1.6","2.73","2"
"7881","3.6","7.1","2.7","1.1","1.4","2.88","4"
"7882","6.6","7.2","2.9","1.8","1.3","2.85","4"
"7883","6","7.1","2.6","1.3","0.8","3.33","5"
"7884","4.3","8.2","3","0.9","1.3","3.01","3"
"7885","4.3","7.2","2.8","1.7","1.1","2.96","5"
"7886","6.8","7.8","2.5","2.1","0.8","3.21","4"
"7887","4.9","8.7","4","2.2","1","2.95","3"
"7888","4.8","7.5","2.1","1.9","0.7","3.29","3"
"7889","3.7","8.2","3.5","1","0.8","3.68","4"
"7890","5.2","8.5","1.6","1.9","0.7","3.13","3"
"7891","5.3","8.1","3.1","1.1","1.3","2.81","5"
"7892","6.1","7.5","3.5","1.1","1","3.11","5"
"7893","4.4","7.9","1.2","1.3","0.7","3.3","3"
"7894","4.3","6.7","2.6","2.3","1.2","3.28","3"
"7895","5.9","7","3","2.1","1","3.37","3"
"7896","6.3","7.1","2.7","2","1.3","3.08","2"
"7897","4.2","8.8","2.8","1.4","1","3.14","4"
"7898","6.4","7","2.6","1.6","0.6","2.71","5"
"7899","5.5","7","1.7","1.1","0.9","3.32","5"
"7900","6.4","6.9","4.2","2.5","0.7","2.94","2"
"7901","5.4","7.8","2.1","2.9","1.2","3.24","3"
"7902","3.5","7.6","2.8","2.1","1.3","3.03","4"
"7903","5.4","8.2","2","2.2","0.5","3.18","4"
"7904","6.3","7.9","0.9","1.7","1","3.39","5"
"7905","4.8","6.7","1.9","1","1.3","3.11","4"
"7906","5.2","7","1.5","1.4","0.5","3.05","3"
"7907","5.4","8.3","3.3","1.6","0.9","3.2","4"
"7908","3.2","7.4","2.1","1.6","1","3.07","4"
"7909","6.8","8.2","2.1","1.5","1.3","3.01","2"
"7910","4.8","7.4","1.8","1.8","1.2","3.57","4"
"7911","5.9","6.9","2.6","1.4","1.2","2.83","5"
"7912","5.4","7.3","2","2.9","1.2","3.33","5"
"7913","6.5","6.9","3.2","1.1","0.9","3.17","5"
"7914","5.8","7.2","2.7","2.2","1.5","3.03","2"
"7915","5.3","7.6","2.1","1.7","0.8","3.27","5"
"7916","4.8","7.8","3.1","2","0.2","3.21","3"
"7917","6.1","6.5","2.5","2.1","0.5","3.46","4"
"7918","4","7.5","2.5","1.9","1","2.97","5"
"7919","6","7.1","1.5","1.2","0.9","3.1","3"
"7920","4.6","7.1","2.5","1.6","0.8","3.4","3"
"7921","6.5","7.6","2.7","1.9","1","3.16","5"
"7922","5.6","7.2","3.4","1.9","1.4","3.31","4"
"7923","6","8.3","2","1.3","1.1","3.44","3"
"7924","5.6","8.2","4.1","2.4","1.2","3.31","3"
"7925","4.1","8.2","2.9","0.6","0.7","3.08","4"
"7926","4.8","7.2","1.4","1.7","0.8","3.13","4"
"7927","6","6.9","1.9","1.3","1.2","3.44","4"
"7928","5.6","7.5","3.5","1.9","1","3.23","2"
"7929","6.4","7.4","3.4","2.3","1.1","3.16","3"
"7930","5.8","7.1","2.5","1.1","1.2","3.28","5"
"7931","4.7","6.8","2.6","3","1","2.94","3"
"7932","4.9","7.5","1.7","1.9","1.5","3.15","5"
"7933","5.6","7.3","3.4","2","0.8","3.18","2"
"7934","3.6","7.9","1.8","1.1","0.8","3.18","3"
"7935","6.8","7.9","3.1","1.8","0.5","3.12","4"
"7936","5.9","8.2","3.4","2.3","1.2","3.14","4"
"7937","6.5","6.7","2.5","1.9","0.8","3.18","3"
"7938","4.2","7.7","3.2","1.9","1.4","3.49","5"
"7939","6.5","7.1","3.8","1.8","1.1","2.76","5"
"7940","7.3","6.8","2.7","1.1","0.9","3.34","3"
"7941","4.4","7.2","2.4","1.1","0.7","3.18","5"
"7942","6.1","8.1","2.5","2.4","1.3","3.19","3"
"7943","5.5","7.3","2","2.2","1","3.12","4"
"7944","4.3","8.4","2","2.3","1.1","3.3","5"
"7945","5.9","7.8","2.8","1.4","1.2","3.39","5"
"7946","6.2","7.3","2.4","1.7","1.1","2.82","3"
"7947","5","8.2","2.7","2.4","0.7","3.62","5"
"7948","6.4","7.8","1.5","1.2","1.2","3.23","3"
"7949","4.2","6.9","2.4","2.4","1.2","3.22","4"
"7950","4.3","8.6","3.2","1.5","1.1","2.92","4"
"7951","5.6","7.7","1.7","1.4","1.2","3.09","4"
"7952","5.5","7.5","2.5","1.8","1.2","3.47","3"
"7953","4.9","7","1.2","1.2","0.9","3.21","3"
"7954","6.1","8.2","1.6","0.9","0.9","3.28","2"
"7955","5.9","7.8","3.1","1.8","1.7","3.11","2"
"7956","6.2","7.9","2.3","2.1","1.4","3.59","4"
"7957","5.4","7.2","3.8","2.4","1","3.17","5"
"7958","6","8","2.8","2.1","1.2","3.43","5"
"7959","5.1","8","2.9","2.8","0.7","3.17","4"
"7960","7.1","7.1","1.7","2.5","0.8","3.27","4"
"7961","4.8","6.6","2.2","2.2","0.6","3.27","3"
"7962","7.2","7.8","2","2","1.1","3.38","2"
"7963","5.5","6.6","1.8","2.4","1.1","3.35","5"
"7964","4.4","7.6","3","0.7","1.3","3.11","4"
"7965","6.6","7.2","3.1","1.6","0.9","3.43","5"
"7966","5.6","8.2","2.8","0.9","1.3","3","3"
"7967","6.2","7.3","1.9","2.1","1.2","2.96","3"
"7968","6.5","8.2","2.7","1.4","1.7","3.14","3"
"7969","5.8","7.2","1.2","3.3","1.5","3.28","5"
"7970","5","8.1","3.4","1.5","1.4","3","3"
"7971","6.3","8.7","1.6","1.9","1.3","3.18","5"
"7972","5.5","6.9","1.7","1.6","0.7","2.92","3"
"7973","6","7.7","2.6","1.6","1.1","3.15","5"
"7974","3.8","9.1","2.6","1.2","1.7","3.39","2"
"7975","5.9","7.5","2.4","1.2","1.2","3.03","3"
"7976","5","7.5","1.7","0.7","0.8","2.96","4"
"7977","6.8","8","3.3","2.1","1.1","3.28","4"
"7978","6","7.5","1.3","1.6","0.7","3.04","5"
"7979","5.7","6.5","1.5","2.8","0.7","3.68","4"
"7980","5.9","8.2","2.4","1.2","1.1","3.24","5"
"7981","4.7","6.3","1.6","2.5","1.2","3.4","4"
"7982","6.8","7.2","3.4","2.6","0.8","2.94","4"
"7983","7.1","8.2","1.7","2.4","0.8","3.29","3"
"7984","5.8","7.3","3.6","1.9","0.6","3","2"
"7985","6.8","7.1","3.2","1.6","1","3.16","4"
"7986","5","8","3.4","2.4","0.4","3.05","2"
"7987","4.9","7","3.8","1.4","0.9","3.41","3"
"7988","5.5","6.8","2.6","1.9","1","3.26","5"
"7989","5.8","7.7","1.8","1.8","0.5","3.22","2"
"7990","5.2","7.4","2.4","1.4","0.7","3.47","3"
"7991","5.9","6.8","2.1","1.9","1","3.2","5"
"7992","5.7","7.9","2","2.2","0.9","3.41","3"
"7993","4.7","7.8","2.6","1.3","1","3.56","5"
"7994","5.9","7.3","2.3","2","1.1","3.23","4"
"7995","6.2","7.3","2","0.7","0.5","3.25","4"
"7996","5.6","7.8","2.3","1.3","1.2","3.39","4"
"7997","6.4","8.2","2.9","1.6","0.9","3.49","4"
"7998","4.5","7.3","3.2","2","0.8","3.23","2"
"7999","5.9","7.9","1.4","2.2","0.4","3.07","2"
"8000","4.6","7.8","2.3","1.8","0.9","3.37","3"
"8001","4.6","8","2.4","2.1","1.2","3.31","5"
"8002","5","7.5","1.7","1.7","1","3.37","5"
"8003","4.7","7","2.4","2","1.1","3.34","2"
"8004","5.1","7.2","2.6","2","0.9","3.24","3"
"8005","5.3","7.7","2.9","1.5","1","3.25","3"
"8006","6.2","8.6","2.6","1.6","0.7","3.34","3"
"8007","5.2","7.2","1.9","2.1","1","2.91","3"
"8008","4.2","8","3.9","2.7","0.9","3.47","4"
"8009","6.4","7.3","3.1","2.4","0.7","3.29","5"
"8010","4.8","7.6","2.9","1.2","1.2","3.03","5"
"8011","5.5","8.4","3.2","1.2","0.5","3.24","5"
"8012","5.9","8","2.7","1.5","1.2","3.46","3"
"8013","5.7","6.8","3.4","1.8","1.2","3.26","4"
"8014","6.4","7.2","2.5","1.8","0.8","3.05","3"
"8015","5.9","8.3","2.5","2.4","1.3","2.95","4"
"8016","4.8","7.6","2.9","2.4","0.8","3.69","4"
"8017","7.2","6.8","3.6","1.8","0.8","2.85","5"
"8018","5.7","7","3.6","1.7","0.6","3.27","2"
"8019","5.4","7.9","2.9","2.1","1","3.08","2"
"8020","6.3","8.1","2.9","2.3","0.7","3.41","5"
"8021","5.7","7.5","3","2.1","0.8","2.96","3"
"8022","5.8","9","3.2","1.6","1","3.52","4"
"8023","7.5","8","3.4","1.5","1","3.17","5"
"8024","5.3","7.4","2.3","1.2","1.4","3.16","5"
"8025","5.2","7","3.4","1.9","1.3","3.14","3"
"8026","5.6","6.9","2.7","2.1","1.2","3.08","5"
"8027","6.4","7.7","3","2.2","1","3.13","2"
"8028","4.3","7.2","3.5","2.4","0.9","3.34","3"
"8029","3.9","8.5","3","2.5","1","2.86","2"
"8030","5","8.4","3.1","1.1","0.8","3.05","5"
"8031","4.2","7.9","2.2","2","0.8","3.5","4"
"8032","5.2","6.8","3.5","2","1","3.18","5"
"8033","5.9","7.1","3","1.8","0.7","3.09","5"
"8034","4.8","8.3","2.6","1.4","0.8","2.95","4"
"8035","4.4","7.2","3.3","2.5","1.3","2.97","4"
"8036","5.6","8.2","4.3","1.5","0.6","3.4","4"
"8037","6.2","7.8","1.7","0.7","0.7","3.04","3"
"8038","4.1","7.5","1.9","1.8","1.4","3.36","4"
"8039","6.2","7.1","4.4","1.7","0.9","3","2"
"8040","6.2","7.4","2.8","2.7","1.4","3.17","3"
"8041","6.3","7.6","2.6","2","0.6","3.19","5"
"8042","6.5","8.1","2.4","1.6","1","3.05","2"
"8043","7.3","7","3.3","1.7","1.2","3.22","2"
"8044","5.2","7.3","4.3","1.7","0.7","2.78","4"
"8045","5.6","7.5","2","2.9","1.5","3.18","3"
"8046","5.2","7.9","2.4","2.1","0.9","3.29","2"
"8047","5.5","7","2.3","1.1","1.2","3.03","5"
"8048","6.7","6.7","3","1.7","0.8","3.24","5"
"8049","4.4","7.9","3.4","1.8","1.4","3.23","5"
"8050","4.8","6.6","3.6","1.2","1.1","3.24","4"
"8051","6.6","8.3","3","0.9","1.6","2.93","5"
"8052","6.3","7.4","4.3","2.1","1.4","3.22","5"
"8053","5.2","6.6","2.1","1.4","1.3","2.86","5"
"8054","6.2","7.2","1.9","2.4","0.7","3.07","4"
"8055","5.8","7.7","3.5","1.8","1","3.2","3"
"8056","6.7","7.2","2.6","1.6","0.9","3.24","3"
"8057","5.6","7.5","1.5","0.6","1","2.96","4"
"8058","6.3","7.9","2.3","2.4","1","3.14","3"
"8059","7.6","7.4","2.7","1.9","0.7","3.36","3"
"8060","6","6.9","2","1.6","1","3","4"
"8061","5.5","7.3","1.8","1.4","1","2.77","3"
"8062","6.1","8.3","2.4","2.6","0.7","3.31","3"
"8063","5.2","8.5","1.8","1.3","1.2","3.01","5"
"8064","7.4","6.3","2.9","1.6","1.1","3.07","4"
"8065","5.6","8.2","1.1","2.1","1.2","3.23","4"
"8066","5.3","7.7","2.6","2.5","1.1","3.22","5"
"8067","4.8","8.1","2.9","1.7","0.5","3.4","2"
"8068","6.4","7.2","2.4","1.4","0.8","3.15","4"
"8069","6.2","6.4","3.3","1.7","1.5","3.21","2"
"8070","5.1","7.9","1.5","2.3","1.2","2.86","3"
"8071","6","6.9","2","2.4","0.5","3.33","4"
"8072","4.3","6.7","2.3","1.1","1.1","3.06","3"
"8073","5.6","6.7","3","1.9","0.8","3.85","4"
"8074","5.9","7.9","2.7","1.1","0.4","3.16","4"
"8075","6.9","7.6","4","2.2","1.5","3.28","4"
"8076","4.9","8","1.9","2","1","3.33","2"
"8077","4.5","7.9","1.5","1.3","1.1","3.18","4"
"8078","4.8","7.2","3.8","2.6","0.6","3.29","5"
"8079","4.4","7.5","1.5","2","0.7","3.65","4"
"8080","6.6","7.2","3","1.9","0.5","3.05","2"
"8081","6.7","7.4","1.8","1.7","1.4","2.75","4"
"8082","5.8","6.9","1.1","1.8","0.5","2.94","2"
"8083","6.5","7.7","2.2","1.6","1.5","3.4","3"
"8084","5.6","8.1","3.1","1.4","0.7","3.1","5"
"8085","5.4","7","1.6","2.4","0.6","3.67","5"
"8086","5.2","8.3","2.9","1.6","1","3.35","2"
"8087","5.3","7.6","3","1.5","0.8","3.07","3"
"8088","4.3","7.6","1.6","1.7","1","3.04","5"
"8089","5.7","6.5","2.3","2.5","0.7","3.11","4"
"8090","5.5","6.4","3.6","2.4","0.9","2.79","5"
"8091","6.1","7.6","3","1.6","0.8","3.26","2"
"8092","5.6","8","2.3","2.4","1.3","3.34","3"
"8093","5.4","7.1","2.8","1.9","1.2","3.01","3"
"8094","4.8","8.5","2","1.4","1.1","2.89","2"
"8095","5.6","7.9","3.3","1.6","1.3","3.02","4"
"8096","6.1","7","3.3","2.5","1.1","3.4","3"
"8097","4.6","7.5","2.6","2.8","1.1","3.36","2"
"8098","5.6","9","2.7","2","1","3.24","3"
"8099","5.7","6.8","1.8","1.5","0.8","3.53","3"
"8100","4.9","7.8","1.6","1.7","0.8","2.86","2"
"8101","5","7.3","2.2","1.4","1","3.16","2"
"8102","5.7","7.9","2.4","1.5","1.3","3.31","4"
"8103","4.6","8.3","3.2","1.4","1.2","3.36","4"
"8104","5.8","7.3","3.1","1.8","1.2","3.36","3"
"8105","4.8","8.2","2.6","1.9","0.7","3.34","4"
"8106","6.4","8.8","3.3","1.7","1.2","3.46","3"
"8107","7.4","7.5","1.8","1.7","0.9","3.35","2"
"8108","4.8","8","3.3","2.2","1.1","2.97","2"
"8109","5.9","7.1","1.9","1.7","1.2","3.11","4"
"8110","4.9","7.5","3.4","1.7","0.7","2.86","3"
"8111","6.3","7.4","2.5","1.7","1","3.4","4"
"8112","4.5","8","1.1","2.6","1.1","3.44","5"
"8113","5.9","8.2","3","1.6","1.3","2.96","5"
"8114","4.8","7.4","3.1","2.1","0.8","3.12","5"
"8115","5.3","8.4","2.2","1.4","1","2.85","5"
"8116","4.7","8.4","2.2","2","1.1","3.18","3"
"8117","6.2","8","2.4","2.1","0.8","3.03","3"
"8118","4.8","7.2","1.2","2.3","0.8","2.97","2"
"8119","5.9","7.1","0.8","1.6","0.8","3.2","2"
"8120","5.2","7","3.4","1.2","1","3.58","3"
"8121","5.4","8.1","1.9","1.4","1.5","3.36","5"
"8122","5.6","6.8","3.8","2.3","1","3.15","4"
"8123","4.9","7.9","3.5","2.8","1.1","3.19","4"
"8124","5.7","6.9","3.6","2.2","1","3.58","4"
"8125","6.7","8","2","1.2","0.9","3.45","5"
"8126","4.9","7.5","1.4","2.2","1","3.14","3"
"8127","6.4","8.3","1.7","1.3","1.2","3.3","5"
"8128","6.7","8.2","2.2","1.6","1","3","5"
"8129","4.8","8.4","0.8","1.9","1","3.2","3"
"8130","4.3","8.4","2.2","2","0.9","3.35","5"
"8131","5.7","7.6","2.4","1.8","0.7","3.4","3"
"8132","5.1","6.8","1.6","1.5","1.3","3.07","2"
"8133","7","6.9","1.8","2.3","0.9","3.4","3"
"8134","5.5","6.2","2.3","1.5","1.4","3.23","4"
"8135","4.9","6.8","2.7","2.4","1.1","3.14","3"
"8136","4.6","7.5","1.9","1.1","1.4","3.58","5"
"8137","6.4","7.2","2.7","1.9","0.9","3.13","3"
"8138","5","7.4","2.6","1.2","0.8","2.98","2"
"8139","5.5","7.8","2.5","1.4","1.3","3.07","2"
"8140","6.3","7.3","2","1.5","0.8","3.35","2"
"8141","5.1","6.8","1.6","2.6","1.4","3","2"
"8142","5.5","7.5","3.7","2.5","1.2","3.37","4"
"8143","5.5","7","2.9","2.2","1.4","3.03","3"
"8144","6","7.3","3.2","1.8","0.7","3.18","3"
"8145","6","8.3","2.4","1.9","1.3","3.64","5"
"8146","5.3","7.3","2.4","2.4","0.8","3.02","5"
"8147","5.6","8.6","2.8","2.2","0.3","2.8","2"
"8148","5.2","8.4","1.2","1.8","1.3","3.47","4"
"8149","4.3","7.2","1.7","2.5","1","2.92","4"
"8150","5.7","6.8","1.9","2.2","1.3","3.04","5"
"8151","7","7.5","2.2","1.9","1","3.35","2"
"8152","4.8","8.2","1.9","1.6","1","3.34","5"
"8153","4.9","7.2","2.7","1.5","1.4","2.73","2"
"8154","4.8","8","2.6","1.6","1","3.13","5"
"8155","6.1","8.2","3.5","2","0.9","3.37","5"
"8156","5.9","7","4.2","2.2","1","3.61","5"
"8157","5.4","7.1","1.6","1.1","1","2.95","2"
"8158","4.8","7.9","2.6","0.8","0.1","3.41","3"
"8159","5.6","7.6","2.6","1.3","1.1","3.07","2"
"8160","4.2","7.1","2.5","1.6","1.4","3.41","3"
"8161","5.6","7.3","1.7","2.4","1","2.99","2"
"8162","6.2","7.5","1.9","1.7","0.9","3.15","2"
"8163","4.5","6.6","2.7","1.9","1.1","3.28","4"
"8164","4.3","8","1.8","2","1.5","3.39","4"
"8165","6.8","7.2","2.6","1.3","1.1","3.31","3"
"8166","5","5.8","2.3","2.5","1.1","3.11","5"
"8167","6.4","7.5","2.6","1.5","0.9","3.1","3"
"8168","5.4","7.1","1.8","2.6","0.7","3.56","4"
"8169","5.4","8.5","2.6","1.7","1","3.26","4"
"8170","5.9","7.1","1.9","1.6","1","3.1","5"
"8171","4.8","6.8","2.6","1.2","0.4","3.31","3"
"8172","5.6","7.8","3.4","1.9","0.8","3.32","5"
"8173","5.2","7.1","2.7","2.9","1.3","2.93","4"
"8174","4.4","7","2.7","2","0.9","3.3","5"
"8175","5.8","7.8","3.1","1.9","0.3","2.9","3"
"8176","5.3","6.9","1.5","1.5","1.5","3.07","5"
"8177","5.4","6.6","3.7","2.1","0.7","3","2"
"8178","4.5","8.5","1.8","1.9","0.9","3.17","5"
"8179","6.8","7.8","3.1","1.8","1.3","3.11","4"
"8180","6.2","7.3","3","2","0.8","3.16","3"
"8181","6.3","7.5","1.9","0.9","0.4","2.82","5"
"8182","5.3","7.8","3.2","1.7","1.1","3.18","2"
"8183","4.1","8.1","2.8","1.2","1.2","2.98","4"
"8184","7.1","7","3.8","1.8","0.9","3.66","3"
"8185","5.5","7.7","2.6","1.4","1","3.12","3"
"8186","4.9","7.2","2.4","1.5","0.6","3.15","5"
"8187","5.8","7.4","2.1","1.1","0.7","3.34","3"
"8188","6.4","7.6","1.3","2.4","0.9","3.46","3"
"8189","5.5","7.5","2.3","1.5","1.2","2.96","4"
"8190","6.5","7.9","2.3","1.5","1","3.31","2"
"8191","6.4","7.8","2.7","2.6","1.3","3.39","3"
"8192","4.6","6.6","1.5","2.1","1.5","3.24","3"
"8193","5","6.7","2.3","0.8","1.3","3.23","4"
"8194","6.3","7.3","2.9","2.5","0.5","3.1","2"
"8195","3.3","8.6","3","2.6","0.9","3.14","4"
"8196","5.4","7","1.2","2.6","1.3","3.18","4"
"8197","4.4","7.4","3","2.1","1","3.11","4"
"8198","5.1","7.2","2.3","1.2","0.5","3.38","4"
"8199","5.3","7.2","2.4","1.8","0.8","3.03","3"
"8200","5.2","7.6","0.8","1.1","0.3","3.37","3"
"8201","5.1","8.3","3.5","1.4","0.9","3.47","4"
"8202","4.6","7.8","2.6","1.2","0.8","3.27","5"
"8203","7.3","7","1.4","1.5","0.9","2.84","5"
"8204","7","9.2","2.8","1.9","1.4","3.32","2"
"8205","4.6","7.5","2.7","1.6","0.6","3.07","2"
"8206","6.8","7.2","3.4","1.6","0.8","3.09","4"
"8207","5.2","8.3","2.3","1.7","0.7","3.27","3"
"8208","5.6","7.2","2.5","2.5","1.3","3.42","5"
"8209","5.4","8.5","2.1","2.9","1.3","2.87","5"
"8210","5","7","2.9","1.6","1.1","3.21","3"
"8211","6.3","8.4","2","2","1.1","3.6","5"
"8212","5.6","7.6","1.9","1.4","0.6","2.98","5"
"8213","5.1","8.3","2.5","2.2","1.1","3.16","2"
"8214","4.5","8.6","1.6","1.6","0.7","3.08","2"
"8215","4.8","6.8","3.6","1.4","1","3.34","4"
"8216","4.2","8.3","3.8","2.8","0.9","2.95","5"
"8217","5.5","6.7","2.2","1.1","0.8","2.89","5"
"8218","4.5","6.9","1.5","0.6","1","3.37","2"
"8219","5.3","7","2.7","2.2","1.2","3.25","5"
"8220","6.6","7.8","2.2","1.6","1.5","2.96","3"
"8221","6.5","7.5","3.3","1.5","1.2","3.19","2"
"8222","5.5","7.4","1.9","3.2","1.7","2.94","2"
"8223","5.4","7.6","2.9","2.2","1.1","3.38","3"
"8224","7","7.9","2.6","1.8","1.5","3.26","4"
"8225","5.9","7.9","2","1.4","1.1","3.06","2"
"8226","5.2","8.2","2.7","2","1.1","3.08","5"
"8227","4.4","8.6","3.1","0.9","0.9","3.11","5"
"8228","5.8","7.5","2.6","1.5","1.1","2.98","5"
"8229","6.2","7.2","2.6","1.8","1.1","3.47","3"
"8230","5","7.9","1.9","1.9","0.6","3.43","4"
"8231","5.7","6.8","3.3","1.7","1.2","3.12","2"
"8232","5.2","7.1","3.2","1.5","0.6","3.14","2"
"8233","5.4","8.1","2.2","2.3","1.2","2.98","4"
"8234","3.5","7.4","2.4","1","1.2","3.17","2"
"8235","5.3","6.8","3.5","1.7","1.4","3.3","5"
"8236","6.3","6.6","1.7","1.5","0.7","3.44","4"
"8237","5","7.5","2.9","2.3","0.7","3.02","3"
"8238","5.5","8.2","2.1","1.6","1.3","2.86","4"
"8239","4.9","8.2","3.7","2","0.7","3","4"
"8240","5.8","7.6","2.5","2","0.6","3.31","2"
"8241","5.3","8.7","3.4","0.9","1.1","3.19","4"
"8242","4.7","7.4","2","1.8","1","3.4","5"
"8243","6.6","7.4","1.6","0.9","1","3.21","2"
"8244","6.2","6","2.3","2","1.2","3.52","4"
"8245","5","7.2","2.7","1.4","1.2","2.88","3"
"8246","5.9","8","2.1","2.4","1","2.7","3"
"8247","5.9","8.4","3","1.7","1","3.47","5"
"8248","6","7","2.4","1.4","1","3.04","4"
"8249","4.1","7.8","1","2.4","1","3.23","5"
"8250","6.3","8.1","2.9","1.4","0.6","3.23","4"
"8251","5","7.5","1.9","2.2","1.2","3.27","2"
"8252","5.2","6.1","2.2","2","1.3","3.11","3"
"8253","7.6","7.6","3.6","1.6","1.2","3.01","2"
"8254","5.7","8","3.7","1.1","1.2","2.99","2"
"8255","5.2","6.9","2.1","2.4","0.7","3.32","5"
"8256","3.7","7.3","2.9","2.1","0.6","3.35","2"
"8257","6.6","6.8","2.1","1.4","1.2","3.15","3"
"8258","4.4","6","2.3","1.9","1","3.08","4"
"8259","4.7","8.1","2.1","2.3","1.1","3.31","5"
"8260","5.2","7.5","1.3","1.9","1.1","2.9","5"
"8261","6.6","8.5","2.6","1.9","1.1","3.59","3"
"8262","6.1","8","2.7","2.3","1.2","3.29","2"
"8263","5.4","7.3","2","2.6","1","3.17","2"
"8264","5.7","7.5","3.3","1.7","0.4","3.37","2"
"8265","5","7.8","2.2","1.1","1.2","3.33","5"
"8266","5.6","8.1","2.1","1.1","1.2","3.25","5"
"8267","5.6","7.7","2.9","1.5","0.6","2.82","5"
"8268","6.3","8.2","1.4","1.3","0.7","3.28","5"
"8269","6.3","7.3","3.1","1","1.3","3.49","2"
"8270","5.9","6.9","2.2","2.7","1.3","3.09","4"
"8271","5.2","7.5","3.2","2.1","0.2","3.39","2"
"8272","6.1","7.6","3.4","1.5","1.1","3.37","4"
"8273","5.4","6.8","2.9","1.8","0.9","3.26","4"
"8274","4.6","6.7","1.9","0.9","1","3.23","2"
"8275","5.2","7.8","1.6","2.4","1","3.31","5"
"8276","5.6","7.3","1.5","0.8","0.8","3.28","5"
"8277","6.2","7.4","3.3","2.1","1.2","3.58","2"
"8278","5.4","7.3","2.4","0.9","0.8","3.39","4"
"8279","4.5","8.4","2.1","1.6","1.2","3.34","4"
"8280","5.5","8.3","2.4","2.4","1.3","3.41","5"
"8281","5.6","6.8","3.3","1","0.7","3.34","2"
"8282","5.6","7.2","3","1.7","0.7","2.78","5"
"8283","6.2","8","2.8","2.1","1","3.18","3"
"8284","6.3","7.9","2.9","2","1.5","3.08","2"
"8285","5","7.5","2.6","1.8","0.8","3.27","5"
"8286","5","6.8","2.7","2","0.9","3.09","3"
"8287","4.7","7.1","2.7","1.5","1.1","3.32","4"
"8288","6.1","7.2","2.5","2.8","1.2","3.12","3"
"8289","6.7","7.7","3","1","1.2","3.54","2"
"8290","5.2","8.5","2.8","2.4","1","3.53","4"
"8291","5.3","7.1","1.9","1.9","0.9","2.91","4"
"8292","6.7","6.9","2.9","2.1","1.1","3.26","4"
"8293","5.9","7.4","2.7","2.2","0","3.11","3"
"8294","5.8","8.1","2.9","2.1","1.6","3.25","3"
"8295","4.5","6.6","2.4","1.4","0.9","3.32","4"
"8296","6","8.4","3.1","1.7","1.1","2.94","3"
"8297","4.8","7.4","2.5","1.1","1.6","3.01","2"
"8298","4.6","7.1","3","1.7","0.8","3.03","3"
"8299","5.2","6.5","2.2","2","1.7","3.09","4"
"8300","5","7.9","2.2","2.1","1.2","3.1","5"
"8301","5.3","7.4","2.9","2","1.1","3.36","5"
"8302","4.3","7.6","2.3","0.9","1.2","3.24","5"
"8303","6.3","7","4","1.5","0.7","3.03","2"
"8304","6.4","7.3","2.9","1.5","0.5","3.14","4"
"8305","3.9","7.2","2.5","1.1","0.6","2.73","4"
"8306","6.3","7.4","3.1","1.4","1.3","3.6","2"
"8307","4.9","7.1","2.2","1.8","0.7","3.2","4"
"8308","6.2","6.6","3.1","2.5","0.5","3.4","2"
"8309","5.4","9.1","3.1","1.3","1","3.36","3"
"8310","5.5","6.7","3.4","1.2","1.2","3.19","2"
